Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Higado de pollo cocido,30,g,30,30,50,7.3,2,0.3,0,1194.3,0,0,3.5,0,3.3,24.7,0,22.8,168.9,0,0,0,0,0,0,AOABG
Higado de pollo crudo,40,g,40,40,48,7.2,1.6,1.4,0,1452,0,0,3.4,0,4.4,25.6,0,31.6,120,0,0,0,0,0,0,AOABG
Higado de res cocido,30,g,30,30,48,7.3,1.5,1,0,3180.6,0,0,2,0,2.1,17.1,0,21,116.7,0,0,0,0,0,0,AOABG
Higado de res frito,25,g,25,25,54,6.7,2,2,0,2682.3,0,0,1.6,0,2.8,14.3,0,26.5,120.5,0,0,0,0,0,0,AOABG
Hueva de pescado cocida,25,g,25,25,51,7.2,2.1,0.5,0,22.8,0,0,0.2,0,7,12.9,0,29.3,119.8,0,0,0,0,0,0,AOABG
Huevo congelado sin colesterol,4,cucharada,60,60,96,6.8,6.7,1.9,0,81,0,0,1.2,0,44,2,0,120,1,0,0,0,0,0,0,AOABG
Jamón bajo en grasa,2,rebanada,42,42,56,8.1,2.1,0.5,0,0,0,0,0.3,0,3,7.3,0,600,19.5,0,0,0,0,0,0,AOABG
Jamón de pavo,2,rebanada,42,42,54,8,2.1,0.1,0,0,0,0,1.2,0,4.4,7.3,0,418.5,23.6,0,0,0,0,0,0,AOABG
Jamón de pierna,2,rebanada,42,42,56,8.1,2.1,0.5,0,0,0,0,0.3,0,3,12.3,0,600,19.5,0,0,0,0,0,0,AOABG
Lomo de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,12.8,0,32.8,26,0,0,0,0,0,0,AOABG
Lomo de cerdo en trozos,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,12.8,0,32.8,26,0,0,0,0,0,0,AOABG
Maciza de carnero,50,g,50,40,54,7.6,2.4,0,0,0,0,0,0.9,0,2.8,15.2,0,30,26,0,0,0,0,0,0,AOABG
Maciza de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Milanesa de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Milanesa de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Molida de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,9.8,0,32.8,26,0,0,0,0,0,0,AOABG
Molida de res,30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.7,0,19.5,19.5,0,0,0,0,0,0,AOABG
Molida de sirloin,25,g,25,25,51,7.6,2,0,0,0,0,0,0.8,0,2.8,4.6,0,16.5,22.3,0,0,0,0,0,0,AOABG
Molida especial,30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.7,0,19.5,19.5,0,0,0,0,0,0,AOABG
Molida regular de res (10% grasa),30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.7,0,19.5,19.5,0,0,0,0,0,0,AOABG
Muslo de pollo crudo sin piel, 1/2,pieza,60,45,54,8.8,1.8,0,0,9,0,0,0.5,0,4.5,6.1,0,38.7,37.4,0,0,0,0,0,0,AOABG
Ostión cocido,35,g,35,35,57,6.6,1.6,3.5,0,51.1,0,0,3.2,0,5.8,53.9,0,74.1,35,0,0,0,0,0,0,AOABG
Ostión crudo,75,g,75,75,61,7.1,1.7,3.7,0,60.9,0,0,3.8,0,6.2,57.8,0,79.4,37.5,0,0,0,0,0,0,AOABG
Ostión cultivado,9,pieza,126,126,75,6.6,2,6.9,0,10.5,0,0,7.3,0,55.5,80.3,0,225,31.5,0,0,0,0,0,0,AOABG
Ostión cultivado cocido,9,pieza,88,88,70,6.1,1.9,6.4,0,16.4,0,0,6.8,0,49.3,68.4,0,143.5,32.9,0,0,0,0,0,0,AOABG
Ostión en jugo,70,g,70,70,57,6.6,1.6,3.5,0,56.8,0,0,3.6,0,5.8,53.9,0,74.1,35,0,0,0,0,0,0,AOABG
Ostión enlatado,100,g,100,100,69,7.1,2.5,3.9,0,90.6,0,0,6.7,0,44.7,77.5,0,111.8,55.3,0,0,0,0,0,0,AOABG
Pámpano,65,g,65,33,55,6.2,3.1,0,0,0,0,0,0,0,5.5,11.9,0,15.3,16.3,0,0,0,0,0,0,AOABG
Pámpano cocido,25,g,25,25,53,5.9,3,0,0,91,0,0,0.2,0,10.9,11.7,0,19.1,15.9,0,0,0,0,0,0,AOABG
Pámpano fileteado,35,g,35,35,60,6.7,3.3,0,0,0,0,0,0,0,6,12.8,0,16.5,17.5,0,0,0,0,0,0,AOABG
Pancita de puerco,35,g,35,35,55,5.8,3.4,0,0,0,0,0,0.8,0,3.5,9,0,18.2,67.6,0,0,0,0,0,0,AOABG
Pasta de anchoas,4,cucharadita,28,28,56,5.6,3.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOABG
Pasta de camarón,30,g,30,30,54,6.2,2.8,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,AOABG
Pasta de langosta,4,cucharadita,28,28,52,6,2.8,0.4,0,0,0,0,0.4,0,20,0,0,0,0,0,0,0,0,0,0,AOABG
Pastrami de pavo,2,rebanada,42,42,59,7.7,2.6,0.7,0,0,0,0,0.7,0,3.7,6.8,0,439.2,22.8,0,0,0,0,0,0,AOABG
Pato de crianza,60,g,60,39,51,7.1,2.3,0,0,9.4,0,0,0.9,0,4.3,5.4,0,28.9,30,0,0,0,0,0,0,AOABG
Pavo,45,g,45,36,57,7.3,2.8,0,0,0.7,0,0,0.5,0,5.3,13.1,0,23.1,26,0,0,0,0,0,0,AOABG
Pavo entero,45,g,45,36,57,7.3,2.8,0,0,0.7,0,0,0.5,0,5.3,11.7,0,23.1,26,0,0,0,0,0,0,AOABG
Pechuga de pollo con piel,35,g,35,30,55,6,3.3,0,0,11.6,0,0,0.2,0,3.3,4.9,0,19.3,19.9,0,0,0,0,0,0,AOABG
Pescado blanco,75,g,75,39,52,7.4,2.3,0,0,14.2,0,0,0.1,0,10.1,5.5,0,19.7,23.4,0,0,0,0,0,0,AOABG
Pescado blanco cocido,30,g,30,30,52,7.3,2.3,0,0,11.6,0,0,0.1,0,9.9,4.2,0,19.4,22.9,0,0,0,0,0,0,AOABG
Pescado blanco fileteado,35,g,35,35,47,6.7,2.1,0,0,12.6,0,0,0.1,0,9.1,4.4,0,17.9,21,0,0,0,0,0,0,AOABG
Pescuezo de pollo sin piel,125,g,125,38,58,6.6,3.3,0,0,16.5,0,0,0.8,0,10.1,4.5,0,30.4,31.1,0,0,0,0,0,0,AOABG
Pescuezo de res,50,g,50,33,50,6.7,2.4,0,0,37.7,0,0,0.6,0,1.6,6.1,0,25.4,19.8,0,0,0,0,0,0,AOABG
Pierna de carnero,50,g,50,40,54,7.6,2.4,0,0,0,0,0,0.9,0,2.8,15.2,0,30,26,0,0,0,0,0,0,AOABG
Pierna de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Pierna de cordero,30,g,30,26,49,7.2,2,0,0,0,0,0,0.5,0,2,2.7,0,17.3,22.7,0,0,0,0,0,0,AOABG
Pierna de puerco,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Pulpa de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Pulpa de ternera,40,g,40,38,59,7.5,3,0,0,0,0,0,1.1,0,4.2,5.9,0,34.2,34.2,0,0,0,0,0,0,AOABG
Queso cheddar bajo en grasa,30,g,30,30,53,7.4,2.1,0.5,0,19.3,0,0,0.1,0,126.4,4.4,0,186.4,6.4,0,0,0,0,0,0,AOABG
Queso cottage cremoso,3,cucharada,54,54,56,6.8,2.5,1.5,0,25.1,0,0,0.1,0,32.8,4.9,0,217.9,7.7,0,0,0,0,0,0,AOABG
Queso de soya,2,cucharada,56,56,84,7,4.6,3.8,0,2,0,0,0,0,106,0,0,12,0,0,0,0,0,0,0,AOABG
Queso fresco,40,g,40,40,58,6.1,2.8,2,0,28,0,0,0.1,0,273.6,3.6,0,0,0,0,0,0,0,0,0,AOABG
Queso fresco de vaca,40,g,40,40,58,6.1,2.8,2,0,28,0,0,0.1,0,273.6,3.6,0,0,0,0,0,0,0,0,0,AOABG
Queso panela,40,g,40,40,58,6.1,2.8,2,0,28,0,0,0.1,0,273.6,4.8,0,0,0,0,0,0,0,0,0,AOABG
Queso ricotta reducido en grasa,3,cucharada,45,45,62,5.1,3.6,2.3,0,48.3,0,0,0,0,122.3,0,0,56.3,13.8,0,0,0,0,0,0,AOABG
Retazo de carnero,500,g,500,50,56,7.1,2.8,0,0,0,0,0,1.1,0,8.5,19,0,37.5,32.5,0,0,0,0,0,0,AOABG
Rib eye sin grasa,25,g,25,25,56,7,2.9,0,0,0,0,0,0.6,0,3.3,4.3,0,17.3,20,0,0,0,0,0,0,AOABG
Salmón,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,11,0,17.6,17.6,0,0,0,0,0,0,AOABG
Salmón cocido,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,17.2,0,17.6,17.6,0,0,0,0,0,0,AOABG
Salmón freco,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,13.8,0,17.6,17.6,0,0,0,0,0,0,AOABG
Short loin,25,g,25,25,54,7.2,2.6,0,0,0,0,0,0.6,0,2,5.8,0,17,19,0,0,0,0,0,0,AOABG
Sierra ahumada,30,g,30,30,51,7.3,2.2,0,0,25.8,0,0,0.1,0,25.8,4.2,0,12.7,20.5,0,0,0,0,0,0,AOABG
Sirloin,25,g,25,25,51,7.6,2,0,0,0,0,0,0.8,0,2.8,4.6,0,16.5,22.3,0,0,0,0,0,0,AOABG
Sustituto de huevo en polvo,3,cucharada,15,15,67,8.3,2,3.3,0,55.4,0,0,0.5,0,48.9,19.2,0,120,85.8,0,0,0,0,0,0,AOABG
Sustituto de huevo liquido,4,cucharada,60,60,51,7.1,2,0.4,0,130.2,0,0,1.3,0,31.9,24.8,0,106,0,0,0,0,0,0,0,AOABG
T-bone sin grasa,30,g,30,24,49,6.4,2.4,0,0,0,0,0,0.8,0,1.4,5.3,0,17,14.2,0,0,0,0,0,0,AOABG
Ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Ternera en canal,40,g,40,38,59,7.5,3,0,0,0,0,0,1.1,0,4.2,5.9,0,34.2,34.2,0,0,0,0,0,0,AOABG
Trucha,70,g,70,32,54,5.9,3.2,0,0,0,0,0,0.3,0,3.9,4.1,0,22.5,15.5,0,0,0,0,0,0,AOABG
Trucha ahumada,30,g,30,30,51,7.3,2.2,0,0,25.8,0,0,0.1,0,25.8,4.5,0,12.7,20.5,0,0,0,0,0,0,AOABG
Trucha cocida,30,g,30,30,51,7.3,2.2,0,0,25.8,0,0,0.1,0,25.8,4.5,0,12.7,20.5,0,0,0,0,0,0,AOABG
Trucha fileteada,35,g,35,35,59,6.4,3.5,0,0,0,0,0,0.4,0,4.2,4.4,0,24.5,16.8,0,0,0,0,0,0,AOABG
Arenque marinado, 1/4,filete,46,46,73,8.3,4.2,0,0,12.9,0,0,0.5,0,26.2,16.8,0,41.4,27.6,0,0,0,0,0,0,AOAMG
Bistec de bola,25,g,25,25,71,7.2,4.5,0,0,0,0,0,0.8,0,1.5,5,0,12.5,24,0,0,0,0,0,0,AOAMG
Bola de res,25,g,25,25,71,7.2,4.5,0,0,0,0,0,0.8,0,1.5,5,0,12.5,24,0,0,0,0,0,0,AOAMG
Carne de suadero,29,g,29,29,76,7.8,4.8,0,0,0,0,0,1,0,1.7,0,0,20.3,20.9,0,0,0,0,0,0,AOAMG
Carne deshebrada,30,g,30,30,75,7.4,4.8,0,0,0,0,0,0.7,0,2.1,5.9,0,14.7,24.6,0,0,0,0,0,0,AOAMG
Carne molida extra magra cocida,30,g,30,30,75,7.4,4.8,0,0,0,0,0,0.7,0,2.1,3.8,0,14.7,24.6,0,0,0,0,0,0,AOAMG
Carne molida extra magra salteada,30,g,30,30,77,7.5,4.9,0,0,0,0,0,0.7,0,2.1,3.8,0,21,24.3,0,0,0,0,0,0,AOAMG
Caviar,5,cucharadita,27,27,67,6.6,4.8,1.1,0,72.2,0,0,3.2,0,73.3,17.5,0,399.8,156.6,0,0,0,0,0,0,AOAMG
Caviar negro,5,cucharadita,27,27,67,6.6,4.8,1.1,0,72.2,0,0,3.2,0,73.3,17.5,0,399.8,156.6,0,0,0,0,0,0,AOAMG
Caviar rojo,5,cucharadita,27,27,67,6.6,4.8,1.1,0,72.2,0,0,3.2,0,73.3,17.5,0,399.8,156.6,0,0,0,0,0,0,AOAMG
Costillar de cerdo,50,g,50,33,69,6.5,4.6,0,0,0.7,0,0,0.2,0,1.6,10.4,0,13.7,19.5,0,0,0,0,0,0,AOAMG
Costillitas de cerdo,50,g,50,33,69,6.5,4.6,0,0,0.7,0,0,0.2,0,1.6,10.4,0,13.7,19.5,0,0,0,0,0,0,AOAMG
Huevo batido o revuelto cocido,3,cucharada,41,41,69,4.6,5,0.9,0,57.5,0,0,0.5,0,29.2,9.2,0,115.1,144.7,0,0,0,0,0,0,AOAMG
Huevo blanco cocido,1,pieza,50,44,68,5.5,4.7,0.5,0,73.9,0,0,0.5,0,22,13.6,0,54.6,186.6,0,0,0,0,0,0,AOAMG
Huevo cocido,1,pieza,50,44,68,5.5,4.7,0.5,0,73.9,0,0,0.5,0,22,13.6,0,54.6,186.6,0,0,0,0,0,0,AOAMG
Huevo de codorniz fresco,6,pieza,54,50,78,6.5,5.5,0.2,0,77,0,0,1.8,0,31.8,15.9,0,70,419.5,0,0,0,0,0,0,AOAMG
Huevo entero cocido,1,pieza,50,44,68,5.5,4.7,0.5,0,73.9,0,0,0.5,0,22,13.6,0,54.6,186.6,0,0,0,0,0,0,AOAMG
Huevo entero fresco,1,pieza,50,44,63,5.5,4.4,0.3,0,61.6,0,0,0.8,0,23.3,13.9,0,61.6,186.1,0,0,0,0,0,0,AOAMG
Huevo fresco,1,pieza,50,44,63,5.5,4.4,0.3,0,61.6,0,0,0.8,0,23.3,13.9,0,61.6,186.1,0,0,0,0,0,0,AOAMG
Huevo pochado,1,pieza,50,50,71,6.3,5,0.4,0,69.5,0,0,0.9,0,26.5,15.8,0,147,211,0,0,0,0,0,0,AOAMG
Huevo rojo cocido,1,pieza,50,44,68,5.5,4.7,0.5,0,73.9,0,0,0.5,0,22,13.6,0,54.6,186.6,0,0,0,0,0,0,AOAMG
Macarela cocida, 1/3,filete,29,29,76,6.9,5.2,0,0,15.7,0,0,0.5,0,4.4,15,0,24.1,21.9,0,0,0,0,0,0,AOAMG
Macarela fresca, 1/3,filete,37,37,76,6.9,5.1,0,0,18.7,0,0,0.6,0,4.3,13.5,0,33.5,25.9,0,0,0,0,0,0,AOAMG
Muslo de pollo con piel cocido con hueso, 1/3,pieza,43,33,76,7.6,4.8,0,0,14.3,0,0,0.4,0,3.6,7.7,0,23.1,27.4,0,0,0,0,0,0,AOAMG
Muslo de pollo con piel crudo con hueso, 1/3,pieza,43,34,72,5.9,5.2,0,0,13.9,0,0,0.3,0,3.4,4.4,0,25.8,28.5,0,0,0,0,0,0,AOAMG
Orejas de cerdo, 1/4,pieza,28,28,66,6.3,4.3,0.2,0,0,0,0,0.7,0,5.9,1.2,0,54,23.2,0,0,0,0,0,0,AOAMG
Pata de cerdo cocidas,150,g,150,51,71,5.9,5.1,0,0,5.6,0,0,0.2,0,16.3,8.1,0,285.6,42.3,0,0,0,0,0,0,AOAMG
Patas de cerdo en escabeche,150,g,150,51,71,5.9,5.1,0,0,5.6,0,0,0.2,0,16.3,8.1,0,285.6,42.3,0,0,0,0,0,0,AOAMG
Patitas de cerdo curtidas sin hueso,150,g,150,51,71,5.9,5.1,0,0,5.6,0,0,0.2,0,16.3,8.1,0,285.6,42.3,0,0,0,0,0,0,AOAMG
Pecho de res,50,g,50,37,76,6.4,5.4,0,0,6.6,0,0,0.2,0,2.6,2.4,0,25.9,25.9,0,0,0,0,0,0,AOAMG
Pierna de pollo con piel cocida, 1/3,pieza,63,36,79,8.7,4.6,0,0,12.9,0,0,0.5,0,4,8.5,0,26.2,30.2,0,0,0,0,0,0,AOAMG
Pierna y muslo de pollo con piel, 1/5,pieza,61,40,74,7.2,4.8,0,0,14.3,0,0,0.4,0,4,5,0,31.3,32.9,0,0,0,0,0,0,AOAMG
Queso holandés,20,g,20,20,75,6.7,5.2,1.6,0,56.6,0,0,0.3,0,165.8,1.8,0,0,17,0,0,0,0,0,0,AOAMG
Queso Monterrey bajo en grasa,1,rebanada,28,28,88,7.9,6,0.2,0,40,0,0,0.2,0,197,0,0,158,18,0,0,0,0,0,0,AOAMG
Queso Mozzarella reducido en grasa,1,rebanada,28,28,71,6.8,4.5,0.8,0,35.6,0,0,0.1,0,219,0,0,173.3,17.9,0,0,0,0,0,0,AOAMG
Queso Mozzarella semidescremado,30,g,30,30,76,7.3,4.8,0.8,0,37.2,0,0,0.1,0,234.6,4.3,0,185.7,19.2,0,0,0,0,0,0,AOAMG
Queso Muenster bajo en grasa,1,rebanada,28,28,77,6.9,4.9,14.1,0,49,0,0,0.1,0,148,0,0,168,18,0,0,0,0,0,0,AOAMG
Queso parmesano,3 1/2,cucharada,18,18,75,6.7,5,0.9,0,20.5,0,0,0.2,0,194.1,3,0,267.6,15.4,0,0,0,0,0,0,AOAMG
Queso parmesano duro,20,g,20,20,78,7.2,5.2,0.6,0,21.2,0,0,0.2,0,236.8,4.5,0,320.4,13.6,0,0,0,0,0,0,AOAMG
Queso parmesano en trozo,20,g,20,20,78,7.2,5.2,0.6,0,21.2,0,0,0.2,0,236.8,4.5,0,320.4,13.6,0,0,0,0,0,0,AOAMG
Queso parmesano rallado,3 1/2,cucharada,18,18,75,6.7,5,0.9,0,20.5,0,0,0.2,0,194.1,3,0,267.6,15.4,0,0,0,0,0,0,AOAMG
Queso ricotta semidescremado,55,g,55,55,76,6.3,4.3,2.8,0,57.8,0,0,0.2,0,149.5,9.2,0,68.8,16.9,0,0,0,0,0,0,AOAMG
Salami de pavo,6,rebanada,42,42,72,8.1,3.9,0.7,0,0.8,0,0,0.5,0,16.8,11.1,0,421.7,31.9,0,0,0,0,0,0,AOAMG
Salchicha de pavo,1,pieza,61,61,120,14.6,6.4,1,0,6.7,0,0,0.9,0,13.5,0,0,407.3,56.4,0,0,0,0,0,0,AOAMG
Salmón en aceite,35,g,35,35,71,7.6,4.9,0,0,6.3,0,0,0.3,0,27.7,16.1,0,165.6,28,0,0,0,0,0,0,AOAMG
Sardinas en aceite,3,pieza,36,36,75,8.9,4.1,0,0,11.5,0,0,1.1,0,137.5,19,0,181.8,51.1,0,0,0,0,0,0,AOAMG
Sardinas en tomate,1,pieza,38,38,71,7.9,4,0.3,0,12.2,0,0,0.9,0,91.2,15.4,0,157.3,23.2,0,0,0,0,0,0,AOAMG
Sierra,50,g,50,38,78,7.3,5.2,0,0,50.6,0,0,0.4,0,1.9,5.3,0,0,30,0,0,0,0,0,0,AOAMG
Sierra fileteada,35,g,35,35,73,6.8,4.9,0,0,47.3,0,0,0.4,0,1.8,4.9,0,0,28,0,0,0,0,0,0,AOAMG
Sierra picada,35,g,35,35,73,6.8,4.9,0,0,47.3,0,0,0.4,0,1.8,4.9,0,0,28,0,0,0,0,0,0,AOAMG
Suadero crudo,29,g,29,29,76,7.8,4.8,0,0,0,0,0,1,0,1.7,0,0,20.3,20.9,0,0,0,0,0,0,AOAMG
Alón de pollo con piel cocido,,,98,51,117,11.6,8.6,0,0,20.4,0,0,0.6,0,6.1,9.4,0,34.1,35.7,0,0,0,0,0,0,AOAAG
Alón de pollo con piel crudo,,,95,51,114,9.4,8.2,0,0,22.6,0,0,0.5,0,6.2,8,0,37.4,39.5,0,0,0,0,0,0,AOAAG
Añejo tipo cotija,,,24,24,70,6.8,8,0.3,0,156,0,0,0.6,0,206.4,1,0,0,20.4,0,0,0,0,0,0,AOAAG
Carne de res semigrasosa,,,40,38,98,7,7.5,0,0,3.4,0,0,0.8,0,2.7,1.4,0,22.4,26.2,0,0,0,0,0,0,AOAAG
Carne molida popular de res,,,40,33,97,5.2,8.3,0,0,3.9,0,0,0.6,0,2.6,0.7,0,19.4,24.3,0,0,0,0,0,0,AOAAG
Carne molida regular,,,40,40,107,7.2,8.5,0,0,4.8,0,0,1.1,0,4,0.9,0,26,29.6,0,0,0,0,0,0,AOAAG
Carne molida regular cocida,,,35,35,100,8.1,7.3,0,0,0,0,0,0.8,0,3.5,1,0,21,30.5,0,0,0,0,0,0,AOAAG
Carne obscura de pollo con piel,,,40,40,95,6.7,7.3,0,0,19.6,0,0,0.4,0,4.4,1.9,0,29.2,32.4,0,0,0,0,0,0,AOAAG
Cecina de res,,,50,50,98,7.3,7.4,0,0,0,0,0,0.8,0,3.5,1.4,0,602.4,42.6,0,0,0,0,0,0,AOAAG
Cerdo en canal,,,40,28,111,3.8,10.6,0,0,0.6,0,0,0.2,0,1.4,1.1,0,12.3,20.7,0,0,0,0,0,0,AOAAG
Chuleta de carnero,,,40,36,105,5.6,9,0,0,0,0,0,0.8,0,1.8,2.1,0,27,25.6,0,0,0,0,0,0,AOAAG
Cordero,,,46,37,104,6.1,8.6,0,0,0,0,0,0.6,0,5.9,1.2,0,21.7,26.9,0,0,0,0,0,0,AOAAG
Costilla de carnero,,,45,36,105,5.6,9,0,0,0,0,0,0.8,0,1.8,2.1,0,27,25.6,0,0,0,0,0,0,AOAAG
Costilla de res,,,40,29,112,4.5,10.3,0,0,0,0,0,0.5,0,2.3,0.7,0,15.2,21.6,0,0,0,0,0,0,AOAAG
Espaldilla,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Espaldilla de cerdo,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Espinazo,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Espinazo de cerdo,,,45,36,99,5.8,8.2,0,0,0.7,0,0,0.4,0,1.8,1.1,0,22.7,25.9,0,0,0,0,0,0,AOAAG
Huevo estrellado,,,46,46,90,6.3,7,0.4,0,88.8,0,0,0.9,0,27.1,2.1,0,93.8,210.2,0,0,0,0,0,0,AOAAG
Huevo frito,,,46,46,90,6.3,7,0.4,0,88.8,0,0,0.9,0,27.1,2.1,0,93.8,210.2,0,0,0,0,0,0,AOAAG
Huevo revuelto,,,60,60,100,6.7,7.3,1.3,0,84,0,0,0.7,0,42.6,1.5,0,168,211.5,0,0,0,0,0,0,AOAAG
Jamón ahumado,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.4,0,3,0.8,0,382.5,28,0,0,0,0,0,0,AOAAG
Jamón americano,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.4,0,3.2,0.8,0,391.2,28,0,0,0,0,0,0,AOAAG
Jamón bajo en sodio,,,27,27,82,4.2,7,0.2,0,0,0,0,0.4,0,1.7,0.7,0,225.4,24,0,0,0,0,0,0,AOAAG
Jamón cocido,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.5,0,3,0.8,0,424.5,28,0,0,0,0,0,0,AOAAG
Jamón del diablo,,,40,40,100,6.2,8.6,0,0,0,0,0,0.3,0,0,2.7,0,333.3,28.6,0,0,0,0,0,0,AOAAG
Jamón horneado,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.4,0,3.2,0.8,0,391.2,28,0,0,0,0,0,0,AOAAG
Jamón virginia,,,32,32,95,4.9,8.2,0.2,0,0,0,0,0.5,0,3,0.8,0,424.5,28,0,0,0,0,0,0,AOAAG
Jumiles,,,20,20,89,6.4,6.8,0,0,0,0,0,2,0,15.6,0,0,0,0,0,0,0,0,0,0,AOAAG
Lengua de cerdo cocida,,,30,30,81,7.2,5.6,0,0,0,0,0,1.5,0,5.7,4.7,0,32.7,43.8,0,0,0,0,0,0,AOAAG
Lengua de res cocida,,,45,35,100,6.8,7.8,0,0,0,0,0,0.9,0,1.8,0.9,0,22.8,46.3,0,0,0,0,0,0,AOAAG
Maciza de cerdo,,,35,35,92,5.9,7.4,0,0,0.7,0,0,0.3,0,4.9,1.5,0,19.6,25.2,0,0,0,0,0,0,AOAAG
Maciza de puerco,,,35,35,92,5.9,7.4,0,0,0.7,0,0,0.3,0,4.9,1.5,0,19.6,25.2,0,0,0,0,0,0,AOAAG
Molida de carnero,,,40,38,96,6.9,7.4,0,0,0,0,0,1,0,2.7,2.6,0,30.4,27,0,0,0,0,0,0,AOAAG
Molida popular de res,,,40,33,97,5.2,8.3,0,0,3.9,0,0,0.6,0,2.6,1,0,19.4,24.3,0,0,0,0,0,0,AOAAG
Morcilla,,,25,25,95,3.7,8.6,0.3,0,0,0,0,1.6,0,1.5,0.6,0,170,30,0,0,0,0,0,0,AOAAG
Morcilla de arroz,,,25,25,95,3.7,8.6,0.3,0,0,0,0,1.6,0,1.5,0.6,0,170,30,0,0,0,0,0,0,AOAAG
Moronga,,,25,25,95,3.7,8.6,0.3,0,0,0,0,1.6,0,1.5,0.6,0,170,30,0,0,0,0,0,0,AOAAG
Mortadela,,,32,32,99,5.3,8,1.1,0,0,0,0,0.4,0,6.3,0,0,392.7,18.3,0,0,0,0,0,0,AOAAG
Mozzarella fresco,,,35,35,105,7.8,7.8,0.8,0,60.9,0,0,0.2,0,176.8,1.3,0,219.5,27.5,0,0,0,0,0,0,AOAAG
Nugget de pollo,,,34,34,101,5.2,6.7,4.8,0,0,0,0,0.4,0,10.5,0.9,0,189.4,14.6,0,0,0,0,0,0,AOAAG
Nugget de queso,,,43,43,105,4.5,5.5,10,0,0,0,0,0.2,0,75.2,0.9,0,531.2,5,0,0,0,0,0,0,AOAAG
Nuget de soya,,,34,34,98,4.8,6.4,5.3,0,0,0,0,0.6,0,16,0,0,283.6,0.8,0,0,0,0,0,0,AOAAG
Ostión ahumado,,,55,55,109,4.9,6.9,6.4,0,49.8,0,0,3.8,0,34.3,3.8,0,229.7,44.6,0,0,0,0,0,0,AOAAG
Ostión empanizado,,,55,55,109,4.9,6.9,6.4,0,49.8,0,0,3.8,0,34.3,3.8,0,229.7,44.6,0,0,0,0,0,0,AOAAG
Palitos de pescado congelados,,,42,42,116,6.6,5.3,10.1,0,13.5,0,0,0.3,0,9,5.9,0,247.5,48,0,0,0,0,0,0,AOAAG
Paloma,,,45,35,102,6.4,8.2,0,0,25.3,0,0,1.2,0,4.2,0.9,0,18.7,32.9,0,0,0,0,0,0,AOAAG
Pastel de pavo,,,32,32,105,3.9,9.6,0.6,0,0,0,0,0.2,0,1.5,1.3,0,406.5,19.5,0,0,0,0,0,0,AOAAG
Pastel de pollo,,,40,40,106,4,8.7,2.9,0,0,0,0,0.7,0,41.4,0.6,0,511.4,28.6,0,0,0,0,0,0,AOAAG
